"";"Parameter";"Median";"CI";"CI_low";"CI_high";"Rhat";"ESS";"System"
"35";"Year";0,01745905;0,95;-0,138151725;0,1765198;1,00002508749239;4053,42932188336;"Terrestrial"
"33";"Pollution0";0,190534;0,95;0,143816925;0,236723475;0,999988519540016;12078,3392456751;"Terrestrial"
"34";"Pollution1";0,06001125;0,95;-0,30838835;0,423458975;1,00014020074851;9171,33344788633;"Terrestrial"
"18";"Habitat loss1";0,02154985;0,95;-0,11737485;0,1574694;0,999914435380076;8701,30992198216;"Terrestrial"
"4";"Climate change1";0,1519005;0,95;-0,14972855;0,45553435;1,00003300793069;8516,68528833637;"Terrestrial"
"22";"Invasive1";0,08544945;0,95;-0,261284025;0,43125275;0,999807670961157;7295,31627303548;"Terrestrial"
"7";"Exploitation1";-0,0504185;0,95;-0,24163865;0,14221915;1,00014995313011;9114,81614027573;"Terrestrial"
"5";"Disease1";-0,2959425;0,95;-0,621649275;0,0358459249999999;0,999817558526305;9412,37110611598;"Terrestrial"
"30";"Pollution.Habitat loss1";-0,425875;0,95;-0,9468319;0,10190335;0,999827512739655;9065,28373904309;"Terrestrial"
"23";"Pollution.Climate change1";0,1554705;0,95;-1,40036025;1,71088525;1,00030880899745;13451,4499205206;"Terrestrial"
"32";"Pollution.Invasive1";0,195899;0,95;-1,27263025;1,658472;0,99976999036015;12249,8913741869;"Terrestrial"
"25";"Pollution.Exploitation1";0,438534;0,95;-0,23573815;1,105812;1,00032549540824;10658,673597109;"Terrestrial"
"24";"Pollution.Disease1";1,50886;0,95;0,14171455;2,862202;0,999940401213323;10124,7465437971;"Terrestrial"
"11";"Habitat loss.Climate change1";-0,112847;0,95;-0,540792675;0,301093825;1,00019042370613;7913,0289450824;"Terrestrial"
"17";"Habitat loss.Invasive1";-0,0461771;0,95;-0,550211975;0,465111;0,999880665894047;7420,8641163662;"Terrestrial"
"14";"Habitat loss.Exploitation1";-0,038435;0,95;-0,3086793;0,240314225;0,99980405824266;7501,79368272508;"Terrestrial"
"12";"Habitat loss.Disease1";-0,0808725;0,95;-0,7498159;0,5795893;0,999816337263081;8605,16206126574;"Terrestrial"
"3";"Climate change.Invasive1";-0,1933645;0,95;-0,938376875;0,567234925;1,0000564049507;10206,860831723;"Terrestrial"
"2";"Climate change.Exploitation1";0,288497;0,95;-0,9582886;1,54542675;0,999907372793989;6501,89508501099;"Terrestrial"
"1";"Climate change.Disease1";0,002057985;0,95;-1,5597365;1,60755525;0,999850803810528;14549,0643520702;"Terrestrial"
"21";"Invasive.Exploitation1";0,767405;0,95;-0,415218425;1,96914225;0,999811064609843;8155,31567485621;"Terrestrial"
"19";"Invasive.Disease1";0,6934605;0,95;-0,00329365899999994;1,384784;1,00018368872874;8333,67493364497;"Terrestrial"
"6";"Exploitation.Disease1";-0,264854;0,95;-0,923327825;0,402156125;0,999954041606754;9687,53114614229;"Terrestrial"
"26";"Pollution.Habitat loss.Climate change1";0,140111;0,95;-1,385706;1,6917145;1,00067970514067;12091,6260036726;"Terrestrial"
"29";"Pollution.Habitat loss.Invasive1";0,2451795;0,95;-1,304558;1,7616785;0,999832511010683;11941,9502310683;"Terrestrial"
"28";"Pollution.Habitat loss.Exploitation1";-0,2577505;0,95;-1,620617;1,0872945;0,999990853467057;11793,0340293842;"Terrestrial"
"27";"Pollution.Habitat loss.Disease1";-0,330953;0,95;-1,77947775;1,110311;1,00009742409566;10073,0833679392;"Terrestrial"
"31";"Pollution.Invasive.Exploitation1";-0,02627915;0,95;-1,811183;1,72332625;0,99991403773411;18838,1096377914;"Terrestrial"
"10";"Habitat loss.Climate change.Invasive1";0,08216905;0,95;-0,959240775;1,10448375;0,999856553608735;10500,6739149146;"Terrestrial"
"9";"Habitat loss.Climate change.Exploitation1";0,3518185;0,95;-0,959285425;1,624434;0,999841911583523;6298,24851577469;"Terrestrial"
"8";"Habitat loss.Climate change.Disease1";0,01032355;0,95;-1,60490375;1,59518625;0,999779533157191;14472,3739046363;"Terrestrial"
"16";"Habitat loss.Invasive.Exploitation1";-0,8633695;0,95;-2,19000825;0,46926425;0,999781488846792;8318,90663357276;"Terrestrial"
"15";"Habitat loss.Invasive.Disease1";-0,256425;0,95;-1,47745125;0,940829649999999;0,999861491489065;9341,76006807271;"Terrestrial"
"13";"Habitat loss.Exploitation.Disease1";0,6917295;0,95;-0,2559899;1,65804675;1,0000362016547;8424,7819037795;"Terrestrial"
"20";"Invasive.Exploitation.Disease1";1,699775;0,95;-0,0661200349999995;3,45479975;0,999833270279285;14020,4748406521;"Terrestrial"
"68";"Year:Pollution1";-0,0128257;0,95;-0,0522419425;0,0260011575;1,00087657764976;4769,89213218976;"Terrestrial"
"53";"Year:Habitat loss1";-0,0191124;0,95;-0,02959916;-0,00871285125000001;1,00068997944582;6661,65388497756;"Terrestrial"
"39";"Year:Climate change1";-0,03696275;0,95;-0,0589889275;-0,01412204;1,00067954523584;5577,01549374459;"Terrestrial"
"57";"Year:Invasive1";-0,04796965;0,95;-0,075884035;-0,0191053725;1,00024263660324;5642,05152346849;"Terrestrial"
"42";"Year:Exploitation1";-0,006409095;0,95;-0,022057955;0,00937126499999999;1,00008476534192;6468,29292549114;"Terrestrial"
"40";"Year:Disease1";-0,0183489;0,95;-0,046428705;0,0119309025;0,999922774207278;6399,35155814163;"Terrestrial"
"65";"Year:Pollution.Habitat loss1";0,02488445;0,95;-0,0247828475;0,076119855;1,00064058659637;5051,22565625818;"Terrestrial"
"58";"Year:Pollution.Climate change1";-0,000604965;0,95;-1,4041955;1,3991215;1,00000230054613;9819,87362971307;"Terrestrial"
"67";"Year:Pollution.Invasive1";-0,00194167;0,95;-1,16207225;1,11648025;1,00103947658515;5652,38235930929;"Terrestrial"
"60";"Year:Pollution.Exploitation1";-0,02816765;0,95;-0,086923485;0,0324086875;1,00098297762294;4727,61314466582;"Terrestrial"
"59";"Year:Pollution.Disease1";-0,1362695;0,95;-0,268405675;-0,00439873100000003;1,00052885313819;6099,18497217698;"Terrestrial"
"46";"Year:Habitat loss.Climate change1";0,03980105;0,95;0,00869874025000002;0,0722278575;1,00048000376342;5227,79930648443;"Terrestrial"
"52";"Year:Habitat loss.Invasive1";0,02853835;0,95;-0,014384225;0,0700981975;0,999881046833467;5153,43065371509;"Terrestrial"
"49";"Year:Habitat loss.Exploitation1";0,00487241;0,95;-0,0170223125;0,02712546;0,999772318154758;5648,27010218581;"Terrestrial"
"47";"Year:Habitat loss.Disease1";0,0440276;0,95;-0,01697227;0,104125125;1,0000594054075;5689,18773713713;"Terrestrial"
"38";"Year:Climate change.Invasive1";0,0676201;0,95;-0,0471472574999999;0,1761705;1,00002100772747;6924,08600309803;"Terrestrial"
"37";"Year:Climate change.Exploitation1";0,001984875;0,95;-0,08884495;0,087305395;1,00020934659746;5309,06721695434;"Terrestrial"
"36";"Year:Climate change.Disease1";-0,0123795;0,95;-1,4194085;1,37358475;1,00037493973637;8783,53587413954;"Terrestrial"
"56";"Year:Invasive.Exploitation1";-0,01329105;0,95;-0,08634888;0,06176895;1,00016657880945;6185,62737830841;"Terrestrial"
"54";"Year:Invasive.Disease1";0,0313464;0,95;-0,0339142275;0,09320988;0,999856451256076;5502,04824622749;"Terrestrial"
"41";"Year:Exploitation.Disease1";-0,0329931;0,95;-0,1060275;0,0387212225;1,00024008736625;6063,2257444202;"Terrestrial"
"61";"Year:Pollution.Habitat loss.Climate change1";-0,0286995;0,95;-1,4234865;1,38235525;0,999985214179636;9939,73283767351;"Terrestrial"
"64";"Year:Pollution.Habitat loss.Invasive1";0,05906315;0,95;-1,065647;1,2190265;1,00099787025639;5611,93028827558;"Terrestrial"
"63";"Year:Pollution.Habitat loss.Exploitation1";0,0296727;0,95;-0,0723184425;0,135727525;1,00007924758655;6881,31632250155;"Terrestrial"
"62";"Year:Pollution.Habitat loss.Disease1";0,0593374;0,95;-0,088028225;0,201581025;1,00067567348132;5635,53271802153;"Terrestrial"
"66";"Year:Pollution.Invasive.Exploitation1";-0,09432315;0,95;-1,22949325;1,0687345;1,00095945178574;5760,06689115857;"Terrestrial"
"45";"Year:Habitat loss.Climate change.Invasive1";-0,053035;0,95;-0,182151225;0,0796711424999999;1,00010492158146;6713,55478284875;"Terrestrial"
"44";"Year:Habitat loss.Climate change.Exploitation1";-0,007237805;0,95;-0,105175125;0,0946825525;0,999909911956642;5114,08807458091;"Terrestrial"
"43";"Year:Habitat loss.Climate change.Disease1";-0,002506615;0,95;-1,3920555;1,41698775;1,00035096195984;8740,91131012123;"Terrestrial"
"51";"Year:Habitat loss.Invasive.Exploitation1";0,003065765;0,95;-0,092158115;0,098640075;0,99997478220747;6122,2907252219;"Terrestrial"
"50";"Year:Habitat loss.Invasive.Disease1";-0,06421945;0,95;-0,17601595;0,04759785;0,999980576882654;5929,22265133724;"Terrestrial"
"48";"Year:Habitat loss.Exploitation.Disease1";0,04130885;0,95;-0,0556380624999999;0,141707175;0,999921832948564;5425,71485473199;"Terrestrial"
"55";"Year:Invasive.Exploitation.Disease1";-0,122477;0,95;-0,269875075;0,0243307024999999;1,00014287959654;7160,12550843802;"Terrestrial"
"321";"Year";0,005487635;0,95;-0,0916020875;0,11042575;1,00038361981491;4908,18874218526;"Freshwater"
"301";"Pollution0";0,04705705;0,95;-0,0277072625;0,12244905;0,999890645596547;10358,7127718563;"Freshwater"
"311";"Pollution1";0,2546845;0,95;-0,15300595;0,651771475;0,999762286004626;6377,38240337894;"Freshwater"
"171";"Habitat loss1";-0,0930915;0,95;-0,242931425;0,0506052249999999;1,00007598339396;7151,21315488314;"Freshwater"
"410";"Climate change1";0,373447;0,95;-0,2871536;1,02952125;0,999946486453275;8128,944234268;"Freshwater"
"191";"Invasive1";-0,114471;0,95;-0,462615025;0,2267558;0,999807340846538;6735,5037209267;"Freshwater"
"71";"Exploitation1";0,08592095;0,95;-0,10408965;0,283311675;1,00001336941636;6672,56408035333;"Freshwater"
"510";"Disease1";-0,389523;0,95;-0,91125395;0,131206049999999;0,999996280269575;10932,7115934804;"Freshwater"
"281";"Pollution.Habitat loss1";-0,189863;0,95;-0,68089805;0,309933025;0,999694680096796;6144,03966416091;"Freshwater"
"211";"Pollution.Climate change1";0,5385385;0,95;-1,0947685;2,1834355;0,99983265278756;14644,7248830503;"Freshwater"
"291";"Pollution.Invasive1";-0,233757;0,95;-1,65006325;1,19300125;0,999922035081425;9866,37536039757;"Freshwater"
"241";"Pollution.Exploitation1";-0,384332;0,95;-0,953903725;0,198529875;0,999866343800366;6228,89536043628;"Freshwater"
"221";"Pollution.Disease1";0,451322;0,95;-0,770579875;1,66828325;0,999770438682162;9547,61967979153;"Freshwater"
"111";"Habitat loss.Climate change1";0,1073765;0,95;-0,7460911;0,971252549999999;0,999760408840313;8660,53079608324;"Freshwater"
"161";"Habitat loss.Invasive1";0,1325445;0,95;-0,345462025;0,605950975;0,99986283708279;5869,62703226699;"Freshwater"
"141";"Habitat loss.Exploitation1";-0,2690625;0,95;-0,5729809;0,02044912;0,999848860815835;6085,78901234422;"Freshwater"
"121";"Habitat loss.Disease1";-0,178779;0,95;-1,28144425;0,949768775;1,00002499977521;8057,13263733503;"Freshwater"
"310";"Climate change.Invasive1";0,00977202;0,95;-1,483951;1,5207485;0,999761827014145;11153,0643086297;"Freshwater"
"210";"Climate change.Exploitation1";0,1223775;0,95;-1,227994;1,4592085;1,00013428144173;9475,96302732192;"Freshwater"
"110";"Climate change.Disease1";0,04417535;0,95;-0,935441975;1,0165885;1,00028884249453;8303,59360155174;"Freshwater"
"181";"Invasive.Exploitation1";0,102122;0,95;-0,353622475;0,54617535;0,999829306110487;5679,69792359504;"Freshwater"
"69";"Exploitation.Disease1";0,262912;0,95;-1,0711315;1,5898185;0,999920222132779;9903,85914973834;"Freshwater"
"271";"Pollution.Habitat loss.Invasive1";-0,191658;0,95;-1,630261;1,208668;0,999844832809492;10037,1416347108;"Freshwater"
"261";"Pollution.Habitat loss.Exploitation1";1,53231;0,95;0,8129724;2,24610275;1,00000693015201;5936,49818091572;"Freshwater"
"251";"Pollution.Habitat loss.Disease1";-0,09976335;0,95;-1,60820475;1,3817675;1,00004505248445;9638,2564970383;"Freshwater"
"201";"Pollution.Climate change.Disease1";0,545897;0,95;-1,0721515;2,1877775;0,999882563146559;14536,5181053903;"Freshwater"
"231";"Pollution.Exploitation.Disease1";0,000485196;0,95;-1,4733845;1,4939495;1,00001565242749;10316,1136026842;"Freshwater"
"101";"Habitat loss.Climate change.Invasive1";0,007278985;0,95;-1,4667815;1,50902825;0,999774294313229;11481,53883246;"Freshwater"
"91";"Habitat loss.Climate change.Exploitation1";0,268859;0,95;-1,08044675;1,65170725;1,00002885862615;9228,07052469293;"Freshwater"
"81";"Habitat loss.Climate change.Disease1";0,008266375;0,95;-1,30156525;1,335096;1,00027070343013;8406,34777371095;"Freshwater"
"151";"Habitat loss.Invasive.Exploitation1";-0,474448;0,95;-1,24990325;0,318832099999999;0,999773705256074;7147,75115910823;"Freshwater"
"131";"Habitat loss.Exploitation.Disease1";0,2744725;0,95;-1,26289425;1,82008475;0,99977074129215;11261,3176606019;"Freshwater"
"621";"Year:Pollution1";-0,04963495;0,95;-0,105370075;0,009375583;1,00015488969158;3078,94906410551;"Freshwater"
"491";"Year:Habitat loss1";-0,00461772;0,95;-0,022564735;0,0123985225;1,00045976341527;2867,25584604705;"Freshwater"
"361";"Year:Climate change1";-0,03365905;0,95;-0,10076965;0,0308466425;1,00089718387562;4081,81448459356;"Freshwater"
"511";"Year:Invasive1";-0,05395845;0,95;-0,0910873975;-0,0189897625;0,99995136877484;3270,78905147069;"Freshwater"
"391";"Year:Exploitation1";-0,005398775;0,95;-0,02995739;0,018708185;1,0002337466668;3348,82994053337;"Freshwater"
"371";"Year:Disease1";-0,136183;0,95;-0,23746225;-0,037816375;1,00051246726056;5510,00233078314;"Freshwater"
"601";"Year:Pollution.Habitat loss1";0,0518467;0,95;-0,0133141275;0,116276125;0,999831694124817;2935,55748771495;"Freshwater"
"531";"Year:Pollution.Climate change1";-0,0252954;0,95;-1,5135595;1,43346025;1,00033440896012;10726,8837343156;"Freshwater"
"611";"Year:Pollution.Invasive1";-0,02252905;0,95;-1,40816775;1,376956;0,999935960015858;9534,31138211518;"Freshwater"
"561";"Year:Pollution.Exploitation1";0,0352153;0,95;-0,04034976;0,11218095;1,00010034379356;2960,25047759714;"Freshwater"
"541";"Year:Pollution.Disease1";-0,00269765;0,95;-1,08415075;1,12154225;1,00019051396461;6366,51250251462;"Freshwater"
"431";"Year:Habitat loss.Climate change1";0,00115345;0,95;-0,10659095;0,110571275;1,0003294024689;4074,19656927967;"Freshwater"
"481";"Year:Habitat loss.Invasive1";0,0533647;0,95;0,00287554125000003;0,106814625;0,99987794083484;2998,42661386514;"Freshwater"
"461";"Year:Habitat loss.Exploitation1";-0,003490425;0,95;-0,0389328075;0,0326283075;1,00072980104293;2886,23005441123;"Freshwater"
"441";"Year:Habitat loss.Disease1";0,193079;0,95;0,0304714;0,35235855;1,00031631013079;5007,17228807823;"Freshwater"
"351";"Year:Climate change.Invasive1";0,017628;0,95;-1,3749825;1,44523975;1,0005184158474;9125,34275669865;"Freshwater"
"341";"Year:Climate change.Exploitation1";0,00568929;0,95;-0,136659;0,14598515;1,00068063368227;5641,5495679424;"Freshwater"
"331";"Year:Climate change.Disease1";0,130241;0,95;-0,0316110099999999;0,29172895;1,00113257019789;4335,51556993535;"Freshwater"
"501";"Year:Invasive.Exploitation1";0,1016935;0,95;0,0452473475;0,157624275;0,999983397885376;3174,77582757421;"Freshwater"
"381";"Year:Exploitation.Disease1";0,0254295;0,95;-1,17069775;1,194404;0,999820334004441;6460,78296931113;"Freshwater"
"591";"Year:Pollution.Habitat loss.Invasive1";-0,01224555;0,95;-1,40206875;1,37448625;0,999901391812904;9545,39193149458;"Freshwater"
"581";"Year:Pollution.Habitat loss.Exploitation1";-0,07691575;0,95;-0,16973585;0,0126083925;1,00029558837818;2733,98556365171;"Freshwater"
"571";"Year:Pollution.Habitat loss.Disease1";-0,03912525;0,95;-1,164665;1,05062975;1,00021459360915;6362,82879741167;"Freshwater"
"521";"Year:Pollution.Climate change.Disease1";-0,05507555;0,95;-1,52768625;1,42727775;1,00001998463299;10477,869967363;"Freshwater"
"551";"Year:Pollution.Exploitation.Disease1";0,1032215;0,95;-1,253028;1,42466075;0,999883285654757;7253,45127440611;"Freshwater"
"421";"Year:Habitat loss.Climate change.Invasive1";0,038965;0,95;-1,37832375;1,431538;1,00048960929589;9041,58067616213;"Freshwater"
"411";"Year:Habitat loss.Climate change.Exploitation1";0,0291585;0,95;-0,1568535;0,213233925;1,00028620803322;4607,61590141604;"Freshwater"
"401";"Year:Habitat loss.Climate change.Disease1";-0,2125375;0,95;-0,441622275;0,0227696125;1,00051141789158;3765,7375991732;"Freshwater"
"471";"Year:Habitat loss.Invasive.Exploitation1";-0,156159;0,95;-0,257716875;-0,0527300350000001;1,00010177218223;3710,06685945878;"Freshwater"
"451";"Year:Habitat loss.Exploitation.Disease1";-0,08801155;0,95;-1,25897625;1,10338175;0,999791647522;6425,25121057373;"Freshwater"
"352";"Year";0,0047409;0,95;-0,0522164725;0,061234045;1,00012727013107;6931,46552334124;"Marine"
"332";"Pollution0";0,0514606;0,95;-0,00752299474999999;0,111025325;1,00002635145846;8979,61861750975;"Marine"
"342";"Pollution1";0,0241592;0,95;-0,349664325;0,39721775;1,00018517800384;6331,45738880641;"Marine"
"172";"Habitat loss1";-0,0466398;0,95;-0,218123;0,11779145;1,00016633662385;7706,47772353015;"Marine"
"412";"Climate change1";-0,05292285;0,95;-0,284939725;0,186690875;1,00048835618361;8945,80995777296;"Marine"
"212";"Invasive1";0,1576955;0,95;-0,38645965;0,6923772;1,00010346312949;8516,43706102787;"Marine"
"72";"Exploitation1";-0,08963185;0,95;-0,167438025;-0,013847095;0,999936606507189;9053,54570015213;"Marine"
"512";"Disease1";0,1567445;0,95;-0,6122218;0,9508703;1,00013280823157;4908,97433656927;"Marine"
"302";"Pollution.Habitat loss1";0,189254;0,95;-0,273568825;0,643248575;1,00054641710359;5602,39012944932;"Marine"
"232";"Pollution.Climate change1";-0,1247765;0,95;-1,446953;1,19098875;0,999801385318172;10110,1650334488;"Marine"
"322";"Pollution.Invasive1";-0,08588175;0,95;-1,4246045;1,29502525;1,00001982592163;11316,2152154208;"Marine"
"262";"Pollution.Exploitation1";0,03066165;0,95;-0,4183718;0,46843765;1,00064324264972;6098,56081329038;"Marine"
"242";"Pollution.Disease1";0,2569745;0,95;-0,703121725;1,222858;0,999745961362864;8199,50361274502;"Marine"
"102";"Habitat loss.Climate change1";0,1230955;0,95;-0,242350175;0,49981935;1,00066057091895;7135,21738639005;"Marine"
"162";"Habitat loss.Invasive1";-0,1270725;0,95;-0,9796547;0,713416575;1,00012881320962;7838,02656860836;"Marine"
"132";"Habitat loss.Exploitation1";0,06747705;0,95;-0,223415625;0,353244525;1,0002729986295;7562,33954794234;"Marine"
"112";"Habitat loss.Disease1";-0,131585;0,95;-0,95224825;0,684810325;1,00025320088898;5192,00709965192;"Marine"
"312";"Climate change.Invasive1";-0,13393;0,95;-1,352688;1,1205485;0,99986015157375;10823,8891459797;"Marine"
"113";"Climate change.Exploitation1";0,0998242;0,95;-0,40070625;0,5854278;1,00029125863748;7683,03733705525;"Marine"
"202";"Invasive.Exploitation1";-0,07959785;0,95;-0,96071505;0,81197095;1,00028607457323;7838,52064227462;"Marine"
"182";"Invasive.Disease1";-0,103211;0,95;-1,5063255;1,296472;0,999821458963378;13478,5641325828;"Marine"
"610";"Exploitation.Disease1";-0,151534;0,95;-1,3348815;1,02335075;0,999881278107179;7113,04215344399;"Marine"
"272";"Pollution.Habitat loss.Climate change1";0,085913;0,95;-1,28613525;1,424103;0,999688892085025;9945,83817263429;"Marine"
"292";"Pollution.Habitat loss.Exploitation1";-0,1151715;0,95;-0,713802325;0,513963124999999;1,00050461289114;5741,54819444865;"Marine"
"282";"Pollution.Habitat loss.Disease1";-0,324348;0,95;-1,4677815;0,820175425;0,999704880873492;9538,9734006979;"Marine"
"222";"Pollution.Climate change.Invasive1";-0,2346055;0,95;-1,92032;1,40601925;0,999897111634395;13143,7989030548;"Marine"
"313";"Pollution.Invasive.Exploitation1";0,137407;0,95;-1,30472325;1,5942715;1,00051716055507;11932,3551084669;"Marine"
"252";"Pollution.Exploitation.Disease1";-0,313842;0,95;-1,60991825;0,966053725;0,999798806660528;8975,70268944509;"Marine"
"92";"Habitat loss.Climate change.Invasive1";0,0168721;0,95;-1,5232705;1,56687675;0,999807437070419;14967,2154422309;"Marine"
"82";"Habitat loss.Climate change.Exploitation1";-0,1332325;0,95;-0,86496435;0,60026955;1,00038027745;7382,24943430032;"Marine"
"152";"Habitat loss.Invasive.Exploitation1";-0,2272755;0,95;-1,363349;0,907629724999999;1,00018637994327;7738,87716288394;"Marine"
"142";"Habitat loss.Invasive.Disease1";-0,155776;0,95;-1,787734;1,45911;0,999835206249049;19795,889129561;"Marine"
"122";"Habitat loss.Exploitation.Disease1";0,0262137;0,95;-1,75920125;1,82413525;0,99967984327308;15636,5665302544;"Marine"
"213";"Climate change.Invasive.Exploitation1";0,071989;0,95;-1,34009125;1,4505435;0,999784026597983;11371,0892060351;"Marine"
"192";"Invasive.Exploitation.Disease1";0,06794605;0,95;-1,48138725;1,5557615;0,999731953185334;12389,5142576738;"Marine"
"681";"Year:Pollution1";-0,0145634;0,95;-0,04342006;0,0145880775;1,00042146269598;6813,30509756357;"Marine"
"522";"Year:Habitat loss1";-0,003119675;0,95;-0,01513449;0,00919529174999999;1,00026241729392;6790,06673676524;"Marine"
"392";"Year:Climate change1";-0,00932995;0,95;-0,02688196;0,00804729475;1,00006364814644;8829,11768521482;"Marine"
"562";"Year:Invasive1";-0,03170175;0,95;-0,0707930125;0,00748104575;1,00020458658174;7513,82773483035;"Marine"
"422";"Year:Exploitation1";-0,00969667;0,95;-0,0155177575;-0,003910659;1,0001002282896;9932,84076075402;"Marine"
"402";"Year:Disease1";-0,0338286;0,95;-0,0907947275;0,0224246775;1,00047967329976;4293,4966580132;"Marine"
"651";"Year:Pollution.Habitat loss1";0,03219075;0,95;-0,0026734745;0,0665817825;1,00035143002883;6031,27031379752;"Marine"
"582";"Year:Pollution.Climate change1";0,02651125;0,95;-1,20538775;1,2503135;0,999646302464555;8684,27192448645;"Marine"
"671";"Year:Pollution.Invasive1";0,0135897;0,95;-1,25002675;1,26493625;0,999960295784002;8662,72388066362;"Marine"
"612";"Year:Pollution.Exploitation1";0,0282452;0,95;-0,0067452885;0,0636606775;1,00103251604378;6632,7360956169;"Marine"
"592";"Year:Pollution.Disease1";0,0726182;0,95;-0,0201547725;0,168916175;1,00049057400642;4848,278175302;"Marine"
"452";"Year:Habitat loss.Climate change1";-0,000906866;0,95;-0,028331095;0,02713639;0,999942097661485;7896,01393991503;"Marine"
"513";"Year:Habitat loss.Invasive1";0,0288084;0,95;-0,02790533;0,08571597;1,00020667612249;6942,33449493854;"Marine"
"482";"Year:Habitat loss.Exploitation1";0,0101765;0,95;-0,010220545;0,0302470075;1,00023511090877;7660,33946964743;"Marine"
"462";"Year:Habitat loss.Disease1";0,0245191;0,95;-0,0389172025;0,0886511325;1,00069679233237;4410,25646741247;"Marine"
"382";"Year:Climate change.Invasive1";0,0372116;0,95;-1,01581025;1,08010925;1,00063700441751;6019,56347732589;"Marine"
"362";"Year:Climate change.Exploitation1";0,014752;0,95;-0,0235569025;0,053766615;1,00004979618126;7554,26657287177;"Marine"
"552";"Year:Invasive.Exploitation1";0,0425451;0,95;-0,01895189;0,1032992;1,00048271683429;7272,89752877673;"Marine"
"532";"Year:Invasive.Disease1";0,01709985;0,95;-1,11057225;1,1814605;1,00060270460517;6143,29652761357;"Marine"
"413";"Year:Exploitation.Disease1";0,02181025;0,95;-0,08506336;0,127919275;0,999802910480964;6687,15876726302;"Marine"
"622";"Year:Pollution.Habitat loss.Climate change1";-0,04285165;0,95;-1,270056;1,19792375;0,999644377914233;8667,55569953826;"Marine"
"641";"Year:Pollution.Habitat loss.Exploitation1";-0,06058275;0,95;-0,107474725;-0,01342841;1,00091780339761;6049,21969674222;"Marine"
"631";"Year:Pollution.Habitat loss.Disease1";-0,03498615;0,95;-0,15607835;0,0853874075;1,00032232773252;5774,95802492665;"Marine"
"572";"Year:Pollution.Climate change.Invasive1";0,0779525;0,95;-1,44114625;1,549638;1,00007411912319;9126,96078679082;"Marine"
"661";"Year:Pollution.Invasive.Exploitation1";-0,0389912;0,95;-1,285865;1,2262005;0,999938540749258;8688,12970724754;"Marine"
"602";"Year:Pollution.Exploitation.Disease1";-0,0109359;0,95;-0,154174225;0,131898175;0,999781365570157;6224,6730587041;"Marine"
"442";"Year:Habitat loss.Climate change.Invasive1";-0,0261154;0,95;-1,0736365;1,016874;1,00061109568551;6073,223757182;"Marine"
"432";"Year:Habitat loss.Climate change.Exploitation1";-0,00484519;0,95;-0,059302065;0,0502850949999999;1,00010960749214;7135,08441253926;"Marine"
"502";"Year:Habitat loss.Invasive.Exploitation1";0,02626385;0,95;-0,060539055;0,114045075;1,00055147634068;7729,44495355661;"Marine"
"492";"Year:Habitat loss.Invasive.Disease1";0,01752745;0,95;-1,1408745;1,14848825;1,00061557822309;6293,2917995336;"Marine"
"472";"Year:Habitat loss.Exploitation.Disease1";-0,004010155;0,95;-0,14245295;0,1315123;0,999886768581531;10634,2759523947;"Marine"
"372";"Year:Climate change.Invasive.Exploitation1";-0,04061735;0,95;-1,0887605;1,008336;1,0006157005927;6015,41157873716;"Marine"
"542";"Year:Invasive.Exploitation.Disease1";-0,007904645;0,95;-1,17189275;1,1182115;1,00064181835187;6201,62991870082;"Marine"
